	acao	pessoa1	pessoa2	parcela	objeto	tipo_preco	rodada	jogo	saldo_CD1	saldo_CD2	saldo_CD3	saldo_AT1	saldo_AT2	saldo_AT3	saldo_EmpAgr	saldo_EmpFer	saldo_EmpMaq	saldo_EmpSem	saldo_FiscalAT	saldo_FiscalCD	saldo_PrefeitoAT	saldo_PrefeitoCD	poluicao_mundial	selo	prox_taxa	val_taxa	tratamento
464	aluguel	EmpMaq	AT2	3.0	Maquinas 2	baixo	1	3	1870.0	600.0	1000.0	685.0	155.0	600.0	275.0	315.0	1745.0	545.0	0.0	0.0	1000.0	1000.0	45.60000000000002				
465	aluguel	EmpMaq	AT2	3.0	Pulverizador	baixo	1	3	1870.0	600.0	1000.0	685.0	-240.0	600.0	275.0	315.0	2140.0	545.0	0.0	0.0	1000.0	1000.0	45.950000000000024				
466	venda	EmpSem	AT2	4.0	Hortalica	baixo	1	3	1870.0	600.0	1000.0	685.0	-235.0	600.0	275.0	315.0	2140.0	550.0	0.0	0.0	1000.0	1000.0	46.060000000000024				
467	venda	EmpFer	AT2	4.0	Comum	baixo	1	3	1870.0	600.0	1000.0	685.0	-220.0	600.0	275.0	320.0	2140.0	550.0	0.0	0.0	1000.0	1000.0	46.15000000000003				
468	aluguel	EmpMaq	AT2	4.0	Maquinas 2	baixo	1	3	1870.0	600.0	1000.0	685.0	-175.0	600.0	275.0	320.0	2195.0	550.0	0.0	0.0	1000.0	1000.0	46.21000000000002				
469	aluguel	EmpMaq	AT2	4.0	Pulverizador	baixo	1	3	1870.0	600.0	1000.0	685.0	-570.0	600.0	275.0	320.0	2590.0	550.0	0.0	0.0	1000.0	1000.0	46.560000000000024				
470	venda	EmpSem	AT2	5.0	Hortalica	baixo	1	3	1870.0	600.0	1000.0	685.0	-565.0	600.0	275.0	320.0	2590.0	555.0	0.0	0.0	1000.0	1000.0	46.67000000000002				
471	venda	EmpFer	AT2	5.0	Comum	baixo	1	3	1870.0	600.0	1000.0	685.0	-550.0	600.0	275.0	325.0	2590.0	555.0	0.0	0.0	1000.0	1000.0	46.760000000000026				
472	aluguel	EmpMaq	AT2	5.0	Maquinas 2	baixo	1	3	1870.0	600.0	1000.0	685.0	-505.0	600.0	275.0	325.0	2645.0	555.0	0.0	0.0	1000.0	1000.0	46.82000000000002				
473	aluguel	EmpMaq	AT2	5.0	Pulverizador	baixo	1	3	1870.0	600.0	1000.0	685.0	-900.0	600.0	275.0	325.0	3040.0	555.0	0.0	0.0	1000.0	1000.0	47.17000000000002				
474	venda	EmpSem	AT2	6.0	Hortalica	baixo	1	3	1870.0	600.0	1000.0	685.0	-895.0	600.0	275.0	325.0	3040.0	560.0	0.0	0.0	1000.0	1000.0	47.28000000000002				
475	venda	EmpFer	AT2	6.0	Comum	baixo	1	3	1870.0	600.0	1000.0	685.0	-880.0	600.0	275.0	330.0	3040.0	560.0	0.0	0.0	1000.0	1000.0	47.370000000000026				
476	aluguel	EmpMaq	AT2	6.0	Maquinas 2	baixo	1	3	1870.0	600.0	1000.0	685.0	-835.0	600.0	275.0	330.0	3095.0	560.0	0.0	0.0	1000.0	1000.0	47.43000000000002				
477	aluguel	EmpMaq	AT2	6.0	Pulverizador	baixo	1	3	1870.0	600.0	1000.0	685.0	-1230.0	600.0	275.0	330.0	3490.0	560.0	0.0	0.0	1000.0	1000.0	47.78000000000002				
478	venda	EmpSem	CD2	1.0	Soja	baixo	1	3	1870.0	585.0	1000.0	685.0	-1230.0	600.0	275.0	330.0	3490.0	585.0	0.0	0.0	1000.0	1000.0	48.11000000000003				
479	venda	EmpFer	CD2	1.0	Premium	baixo	1	3	1870.0	600.0	1000.0	685.0	-1230.0	600.0	275.0	345.0	3490.0	585.0	0.0	0.0	1000.0	1000.0	48.17000000000003				
480	venda	EmpAgr	CD2	1.0	Premium	baixo	1	3	1870.0	1115.0	1000.0	685.0	-1230.0	600.0	290.0	345.0	3490.0	585.0	0.0	0.0	1000.0	1000.0	49.690000000000026				
481	venda	EmpSem	CD2	2.0	Soja	baixo	1	3	1870.0	1100.0	1000.0	685.0	-1230.0	600.0	290.0	345.0	3490.0	610.0	0.0	0.0	1000.0	1000.0	50.02000000000003				
482	venda	EmpFer	CD2	2.0	Premium	baixo	1	3	1870.0	1115.0	1000.0	685.0	-1230.0	600.0	290.0	360.0	3490.0	610.0	0.0	0.0	1000.0	1000.0	50.080000000000034				
483	venda	EmpAgr	CD2	2.0	Premium	baixo	1	3	1870.0	1630.0	1000.0	685.0	-1230.0	600.0	305.0	360.0	3490.0	610.0	0.0	0.0	1000.0	1000.0	51.60000000000004				
484	venda	EmpSem	CD2	3.0	Soja	baixo	1	3	1870.0	1615.0	1000.0	685.0	-1230.0	600.0	305.0	360.0	3490.0	635.0	0.0	0.0	1000.0	1000.0	51.930000000000035				
485	venda	EmpFer	CD2	3.0	Premium	baixo	1	3	1870.0	1630.0	1000.0	685.0	-1230.0	600.0	305.0	375.0	3490.0	635.0	0.0	0.0	1000.0	1000.0	51.99000000000004				
486	venda	EmpAgr	CD2	3.0	Premium	baixo	1	3	1870.0	2145.0	1000.0	685.0	-1230.0	600.0	320.0	375.0	3490.0	635.0	0.0	0.0	1000.0	1000.0	53.51000000000003				
487	venda	EmpSem	CD2	4.0	Soja	baixo	1	3	1870.0	2130.0	1000.0	685.0	-1230.0	600.0	320.0	375.0	3490.0	660.0	0.0	0.0	1000.0	1000.0	53.84000000000003				
488	venda	EmpFer	CD2	4.0	Premium	baixo	1	3	1870.0	2145.0	1000.0	685.0	-1230.0	600.0	320.0	390.0	3490.0	660.0	0.0	0.0	1000.0	1000.0	53.900000000000034				
489	venda	EmpAgr	CD2	4.0	Premium	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	600.0	335.0	390.0	3490.0	660.0	0.0	0.0	1000.0	1000.0	55.42000000000004				
490	venda	EmpSem	AT3	1.0	Hortalica	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	605.0	335.0	390.0	3490.0	665.0	0.0	0.0	1000.0	1000.0	55.53000000000004				
491	venda	EmpFer	AT3	1.0	Comum	normal	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	615.0	335.0	400.0	3490.0	665.0	0.0	0.0	1000.0	1000.0	55.62000000000003				
492	venda	EmpAgr	AT3	1.0	Comum	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	720.0	340.0	400.0	3490.0	665.0	0.0	0.0	1000.0	1000.0	55.85000000000003				
493	venda	EmpSem	AT3	2.0	Hortalica	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	725.0	340.0	400.0	3490.0	670.0	0.0	0.0	1000.0	1000.0	55.96000000000003				
494	venda	EmpFer	AT3	2.0	Comum	normal	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	735.0	340.0	410.0	3490.0	670.0	0.0	0.0	1000.0	1000.0	56.05000000000003				
495	venda	EmpAgr	AT3	2.0	Comum	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	840.0	345.0	410.0	3490.0	670.0	0.0	0.0	1000.0	1000.0	56.28000000000003				
496	venda	EmpSem	AT3	3.0	Hortalica	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	845.0	345.0	410.0	3490.0	675.0	0.0	0.0	1000.0	1000.0	56.39000000000003				
497	venda	EmpFer	AT3	3.0	Comum	normal	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	855.0	345.0	420.0	3490.0	675.0	0.0	0.0	1000.0	1000.0	56.48000000000003				
498	venda	EmpAgr	AT3	3.0	Comum	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	960.0	350.0	420.0	3490.0	675.0	0.0	0.0	1000.0	1000.0	56.71000000000003				
499	venda	EmpSem	AT3	4.0	Arroz	normal	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	950.0	350.0	420.0	3490.0	695.0	0.0	0.0	1000.0	1000.0	56.93000000000003				
500	venda	EmpFer	AT3	4.0	Premium	normal	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	960.0	350.0	440.0	3490.0	695.0	0.0	0.0	1000.0	1000.0	56.99000000000003				
501	venda	EmpAgr	AT3	4.0	Comum	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1115.0	355.0	440.0	3490.0	695.0	0.0	0.0	1000.0	1000.0	57.42000000000003				
502	venda	EmpSem	AT3	5.0	Arroz	normal	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1105.0	355.0	440.0	3490.0	715.0	0.0	0.0	1000.0	1000.0	57.64000000000002				
503	venda	EmpFer	AT3	5.0	Premium	normal	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1115.0	355.0	460.0	3490.0	715.0	0.0	0.0	1000.0	1000.0	57.70000000000003				
504	venda	EmpAgr	AT3	5.0	Comum	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1270.0	360.0	460.0	3490.0	715.0	0.0	0.0	1000.0	1000.0	58.130000000000024				
505	venda	EmpSem	AT3	6.0	Arroz	normal	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1260.0	360.0	460.0	3490.0	735.0	0.0	0.0	1000.0	1000.0	58.35000000000002				
506	venda	EmpFer	AT3	6.0	Premium	normal	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1270.0	360.0	480.0	3490.0	735.0	0.0	0.0	1000.0	1000.0	58.410000000000025				
507	venda	EmpAgr	AT3	6.0	Comum	baixo	1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1425.0	365.0	480.0	3490.0	735.0	0.0	0.0	1000.0	1000.0	58.840000000000025				
11	tratamento	prefeito CD2					1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1425.0	365.0	480.0	3490.0	735.0	0.0	0.0	1000.0	161.15999999999997	55.898000000000025				Agua
12	tratamento	prefeito AT1					1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1425.0	365.0	480.0	3490.0	735.0	0.0	0.0	-635.8980000000001	161.15999999999997	50.30820000000003				Lixo
40	imposto	prefeito AT1	EmpSem				1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1425.0	365.0	480.0	3490.0	544.5	0.0	0.0	-445.39800000000014	161.15999999999997	50.30820000000003				
41	imposto	prefeito CD2	EmpFer				1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1425.0	365.0	366.0	3490.0	544.5	0.0	0.0	-445.39800000000014	275.15999999999997	50.30820000000003				
42	imposto	prefeito AT1	EmpMaq				1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1425.0	365.0	366.0	2473.0	544.5	0.0	0.0	571.6019999999999	275.15999999999997	50.30820000000003				
43	imposto	prefeito CD2	EmpAgr				1	3	1870.0	2660.0	1000.0	685.0	-1230.0	1425.0	285.5	366.0	2473.0	544.5	0.0	0.0	571.6019999999999	354.65999999999997	50.30820000000003				
44	imposto	prefeito AT1	AT1				1	3	1870.0	2660.0	1000.0	565.0	-1230.0	1425.0	285.5	366.0	2473.0	544.5	0.0	0.0	691.6019999999999	354.65999999999997	50.30820000000003				
45	imposto	prefeito CD2	CD1				1	3	1237.0	2660.0	1000.0	565.0	-1230.0	1425.0	285.5	366.0	2473.0	544.5	0.0	0.0	691.6019999999999	987.66	50.30820000000003				
46	imposto	prefeito AT1	AT2				1	3	1237.0	2660.0	1000.0	565.0	-1743.0	1425.0	285.5	366.0	2473.0	544.5	0.0	0.0	1204.6019999999999	987.66	50.30820000000003				
47	imposto	prefeito CD2	CD2				1	3	1237.0	2432.0	1000.0	565.0	-1743.0	1425.0	285.5	366.0	2473.0	544.5	0.0	0.0	1204.6019999999999	1215.6599999999999	50.30820000000003				
48	imposto	prefeito AT1	AT3				1	3	1237.0	2432.0	1000.0	565.0	-1743.0	1272.0	285.5	366.0	2473.0	544.5	0.0	0.0	1357.6019999999999	1215.6599999999999	50.30820000000003				
49	imposto	prefeito CD2	CD3				1	3	1237.0	2432.0	820.0	565.0	-1743.0	1272.0	285.5	366.0	2473.0	544.5	0.0	0.0	1357.6019999999999	1395.6599999999999	50.30820000000003				
5	multa	CD3	EmpFer				1	3	1237.0	2432.0	820.0	565.0	-1743.0	1272.0	285.5	90.0	2473.0	544.5	0.0	0.0	1357.6019999999999	1671.6599999999999	50.30820000000003				
6	multa	AT2	EmpMaq				1	3	1237.0	2432.0	820.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1671.6599999999999	50.30820000000003				
30	selo	CD3	CD3				1	3	1237.0	2432.0	829.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1662.6599999999999	50.30820000000003	1.0			
31	selo	CD3	CD3				1	3	1237.0	2432.0	838.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1653.6599999999999	50.30820000000003	2.0			
32	selo	CD3	CD3				1	3	1237.0	2432.0	847.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1644.6599999999999	50.30820000000003	3.0			
33	selo	CD3	CD3				1	3	1237.0	2432.0	856.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1635.6599999999999	50.30820000000003	4.0			
34	selo	CD3	CD3				1	3	1237.0	2432.0	865.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1626.6599999999999	50.30820000000003	5.0			
35	selo	CD3	CD3				1	3	1237.0	2432.0	874.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1617.6599999999999	50.30820000000003	6.0			
36	selo	CD3	CD2				1	3	1237.0	2443.4	874.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1606.2599999999998	50.30820000000003	5.0			
37	selo	CD3	CD2				1	3	1237.0	2454.8	874.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1594.8599999999997	50.30820000000003	6.0			
38	selo	CD3	CD1				1	3	1268.65	2454.8	874.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1563.2099999999996	50.30820000000003	1.0			
39	selo	CD3	CD1				1	3	1300.3000000000002	2454.8	874.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1531.5599999999995	50.30820000000003	2.0			
40	selo	CD3	CD1				1	3	1331.9500000000003	2454.8	874.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1499.9099999999994	50.30820000000003	3.0			
41	selo	CD3	CD1				1	3	1363.6000000000004	2454.8	874.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1468.2599999999993	50.30820000000003	4.0			
42	selo	CD3	CD1				1	3	1395.2500000000005	2454.8	874.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1436.6099999999992	50.30820000000003	5.0			
43	selo	CD3	CD1				1	3	1426.9000000000005	2454.8	874.0	565.0	-1743.0	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1705.6019999999999	1404.9599999999991	50.30820000000003	6.0			
44	selo	AT2	AT2				1	3	1426.9000000000005	2454.8	874.0	565.0	-1717.35	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1679.9519999999998	1404.9599999999991	50.30820000000003	6.0			
9	nova taxa	CD2					1	3	1426.9000000000005	2454.8	874.0	565.0	-1717.35	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1679.9519999999998	1404.9599999999991	50.30820000000003		1.0	15.0	
10	nova taxa	CD2					1	3	1426.9000000000005	2454.8	874.0	565.0	-1717.35	1272.0	285.5	90.0	2125.0	544.5	0.0	0.0	1679.9519999999998	1404.9599999999991	50.30820000000003		3.0	25.0%	
508	venda	EmpSem	AT1	1.0	Hortalica	baixo	2	3	1426.9000000000005	2454.8	874.0	570.0	-1717.35	1272.0	285.5	90.0	2125.0	549.5	0.0	0.0	1679.9519999999998	1404.9599999999991	50.41820000000003				
509	venda	EmpSem	AT1	2.0	Arroz	normal	2	3	1426.9000000000005	2454.8	874.0	560.0	-1717.35	1272.0	285.5	90.0	2125.0	569.5	0.0	0.0	1679.9519999999998	1404.9599999999991	50.63820000000002				
510	venda	EmpAgr	AT1	2.0	Premium	normal	2	3	1426.9000000000005	2454.8	874.0	600.0	-1717.35	1272.0	305.5	90.0	2125.0	569.5	0.0	0.0	1679.9519999999998	1404.9599999999991	51.65820000000002				
511	venda	EmpSem	AT1	3.0	Hortalica	baixo	2	3	1426.9000000000005	2454.8	874.0	605.0	-1717.35	1272.0	305.5	90.0	2125.0	574.5	0.0	0.0	1679.9519999999998	1404.9599999999991	51.76820000000002				
512	venda	EmpSem	AT1	4.0	Hortalica	baixo	2	3	1426.9000000000005	2454.8	874.0	610.0	-1717.35	1272.0	305.5	90.0	2125.0	579.5	0.0	0.0	1679.9519999999998	1404.9599999999991	51.87820000000002				
513	venda	EmpSem	AT1	5.0	Arroz	normal	2	3	1426.9000000000005	2454.8	874.0	600.0	-1717.35	1272.0	305.5	90.0	2125.0	599.5	0.0	0.0	1679.9519999999998	1404.9599999999991	52.09820000000002				
514	venda	EmpSem	AT1	6.0	Arroz	normal	2	3	1426.9000000000005	2454.8	874.0	590.0	-1717.35	1272.0	305.5	90.0	2125.0	619.5	0.0	0.0	1679.9519999999998	1404.9599999999991	52.31820000000001				
515	venda	EmpAgr	AT1	6.0	Super premium	normal	2	3	1426.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	90.0	2125.0	619.5	0.0	0.0	1679.9519999999998	1404.9599999999991	54.128200000000014				
516	venda	EmpSem	CD1	1.0	Soja	baixo	2	3	1411.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	90.0	2125.0	644.5	0.0	0.0	1679.9519999999998	1404.9599999999991	54.45820000000001				
517	venda	EmpFer	CD1	1.0	Super premium	baixo	2	3	1426.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	115.0	2125.0	644.5	0.0	0.0	1679.9519999999998	1404.9599999999991	54.488200000000006				
518	aluguel	EmpMaq	CD1	1.0	Maquinas 3	baixo	2	3	1701.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	115.0	2210.0	644.5	0.0	0.0	1679.9519999999998	1404.9599999999991	54.57820000000001				
519	venda	EmpSem	CD1	2.0	Soja	baixo	2	3	1686.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	115.0	2210.0	669.5	0.0	0.0	1679.9519999999998	1404.9599999999991	54.90820000000001				
520	venda	EmpFer	CD1	2.0	Super premium	baixo	2	3	1701.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	140.0	2210.0	669.5	0.0	0.0	1679.9519999999998	1404.9599999999991	54.9382				
521	aluguel	EmpMaq	CD1	2.0	Maquinas 3	baixo	2	3	1976.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	140.0	2295.0	669.5	0.0	0.0	1679.9519999999998	1404.9599999999991	55.028200000000005				
522	venda	EmpSem	CD1	3.0	Soja	baixo	2	3	1961.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	140.0	2295.0	694.5	0.0	0.0	1679.9519999999998	1404.9599999999991	55.358200000000004				
523	venda	EmpFer	CD1	3.0	Super premium	baixo	2	3	1976.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	165.0	2295.0	694.5	0.0	0.0	1679.9519999999998	1404.9599999999991	55.3882				
524	aluguel	EmpMaq	CD1	3.0	Maquinas 3	baixo	2	3	2251.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	165.0	2380.0	694.5	0.0	0.0	1679.9519999999998	1404.9599999999991	55.4782				
525	venda	EmpSem	CD1	4.0	Soja	normal	2	3	2231.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	165.0	2380.0	724.5	0.0	0.0	1679.9519999999998	1404.9599999999991	55.8082				
526	venda	EmpFer	CD1	4.0	Super premium	baixo	2	3	2246.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	190.0	2380.0	724.5	0.0	0.0	1679.9519999999998	1404.9599999999991	55.83819999999999				
527	aluguel	EmpMaq	CD1	4.0	Maquinas 3	baixo	2	3	2521.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	190.0	2465.0	724.5	0.0	0.0	1679.9519999999998	1404.9599999999991	55.9282				
528	venda	EmpSem	CD1	5.0	Soja	normal	2	3	2501.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	190.0	2465.0	754.5	0.0	0.0	1679.9519999999998	1404.9599999999991	56.25819999999999				
529	venda	EmpFer	CD1	5.0	Super premium	baixo	2	3	2516.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	215.0	2465.0	754.5	0.0	0.0	1679.9519999999998	1404.9599999999991	56.28819999999999				
530	aluguel	EmpMaq	CD1	5.0	Maquinas 3	baixo	2	3	2791.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	215.0	2550.0	754.5	0.0	0.0	1679.9519999999998	1404.9599999999991	56.37819999999999				
531	venda	EmpSem	CD1	6.0	Soja	normal	2	3	2771.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	215.0	2550.0	784.5	0.0	0.0	1679.9519999999998	1404.9599999999991	56.708199999999984				
532	venda	EmpFer	CD1	6.0	Super premium	baixo	2	3	2786.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	240.0	2550.0	784.5	0.0	0.0	1679.9519999999998	1404.9599999999991	56.738199999999985				
533	aluguel	EmpMaq	CD1	6.0	Maquinas 3	baixo	2	3	3061.9000000000005	2454.8	874.0	660.0	-1717.35	1272.0	335.5	240.0	2635.0	784.5	0.0	0.0	1679.9519999999998	1404.9599999999991	56.82819999999998				
534	venda	EmpSem	CD3	1.0	Hortalica	baixo	2	3	3061.9000000000005	2454.8	879.0	660.0	-1717.35	1272.0	335.5	240.0	2635.0	789.5	0.0	0.0	1679.9519999999998	1404.9599999999991	56.93819999999998				
535	venda	EmpAgr	CD3	1.0	Super premium	baixo	2	3	3061.9000000000005	2454.8	954.0	660.0	-1717.35	1272.0	360.5	240.0	2635.0	789.5	0.0	0.0	1679.9519999999998	1404.9599999999991	57.848199999999984				
536	venda	EmpSem	CD3	2.0	Hortalica	baixo	2	3	3061.9000000000005	2454.8	959.0	660.0	-1717.35	1272.0	360.5	240.0	2635.0	794.5	0.0	0.0	1679.9519999999998	1404.9599999999991	57.958199999999984				
537	venda	EmpSem	CD3	3.0	Hortalica	baixo	2	3	3061.9000000000005	2454.8	964.0	660.0	-1717.35	1272.0	360.5	240.0	2635.0	799.5	0.0	0.0	1679.9519999999998	1404.9599999999991	58.06819999999998				
538	venda	EmpSem	CD3	4.0	Hortalica	baixo	2	3	3061.9000000000005	2454.8	969.0	660.0	-1717.35	1272.0	360.5	240.0	2635.0	804.5	0.0	0.0	1679.9519999999998	1404.9599999999991	58.17819999999998				
539	venda	EmpSem	CD3	5.0	Hortalica	baixo	2	3	3061.9000000000005	2454.8	974.0	660.0	-1717.35	1272.0	360.5	240.0	2635.0	809.5	0.0	0.0	1679.9519999999998	1404.9599999999991	58.28819999999998				
540	venda	EmpSem	CD3	6.0	Hortalica	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1717.35	1272.0	360.5	240.0	2635.0	814.5	0.0	0.0	1679.9519999999998	1404.9599999999991	58.398199999999974				
541	venda	EmpSem	AT2	1.0	Hortalica	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1712.35	1272.0	360.5	240.0	2635.0	819.5	0.0	0.0	1679.9519999999998	1404.9599999999991	58.508199999999974				
542	venda	EmpFer	AT2	1.0	Premium	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1697.35	1272.0	360.5	255.0	2635.0	819.5	0.0	0.0	1679.9519999999998	1404.9599999999991	58.56819999999998				
543	venda	EmpSem	AT2	2.0	Hortalica	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1692.35	1272.0	360.5	255.0	2635.0	824.5	0.0	0.0	1679.9519999999998	1404.9599999999991	58.67819999999998				
544	venda	EmpFer	AT2	2.0	Premium	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1677.35	1272.0	360.5	270.0	2635.0	824.5	0.0	0.0	1679.9519999999998	1404.9599999999991	58.738199999999985				
545	venda	EmpSem	AT2	3.0	Arroz	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1682.35	1272.0	360.5	270.0	2635.0	839.5	0.0	0.0	1679.9519999999998	1404.9599999999991	58.958199999999984				
546	venda	EmpFer	AT2	3.0	Premium	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1667.35	1272.0	360.5	285.0	2635.0	839.5	0.0	0.0	1679.9519999999998	1404.9599999999991	59.018199999999986				
547	venda	EmpSem	AT2	4.0	Arroz	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1672.35	1272.0	360.5	285.0	2635.0	854.5	0.0	0.0	1679.9519999999998	1404.9599999999991	59.238199999999985				
548	venda	EmpFer	AT2	4.0	Premium	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1657.35	1272.0	360.5	300.0	2635.0	854.5	0.0	0.0	1679.9519999999998	1404.9599999999991	59.29819999999999				
549	venda	EmpSem	AT2	5.0	Arroz	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1662.35	1272.0	360.5	300.0	2635.0	869.5	0.0	0.0	1679.9519999999998	1404.9599999999991	59.518199999999986				
550	venda	EmpFer	AT2	5.0	Premium	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1647.35	1272.0	360.5	315.0	2635.0	869.5	0.0	0.0	1679.9519999999998	1404.9599999999991	59.578199999999995				
551	venda	EmpSem	AT2	6.0	Hortalica	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1642.35	1272.0	360.5	315.0	2635.0	874.5	0.0	0.0	1679.9519999999998	1404.9599999999991	59.688199999999995				
552	venda	EmpFer	AT2	6.0	Premium	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1627.35	1272.0	360.5	330.0	2635.0	874.5	0.0	0.0	1679.9519999999998	1404.9599999999991	59.7482				
553	venda	EmpSem	CD2	1.0	Soja	baixo	2	3	3061.9000000000005	2439.8	979.0	660.0	-1627.35	1272.0	360.5	330.0	2635.0	899.5	0.0	0.0	1679.9519999999998	1404.9599999999991	60.078199999999995				
554	venda	EmpFer	CD2	1.0	Super premium	baixo	2	3	3061.9000000000005	2454.8	979.0	660.0	-1627.35	1272.0	360.5	355.0	2635.0	899.5	0.0	0.0	1679.9519999999998	1404.9599999999991	60.10819999999999				
555	aluguel	EmpMaq	CD2	1.0	Maquinas 3	baixo	2	3	3061.9000000000005	2729.8	979.0	660.0	-1627.35	1272.0	360.5	355.0	2720.0	899.5	0.0	0.0	1679.9519999999998	1404.9599999999991	60.19819999999999				
556	venda	EmpSem	CD2	2.0	Soja	baixo	2	3	3061.9000000000005	2714.8	979.0	660.0	-1627.35	1272.0	360.5	355.0	2720.0	924.5	0.0	0.0	1679.9519999999998	1404.9599999999991	60.528199999999984				
557	venda	EmpFer	CD2	2.0	Super premium	baixo	2	3	3061.9000000000005	2729.8	979.0	660.0	-1627.35	1272.0	360.5	380.0	2720.0	924.5	0.0	0.0	1679.9519999999998	1404.9599999999991	60.558199999999985				
