@RELATION dataset

@ATTRIBUTE acao {venda,aluguel,tratamento,imposto,multa,selo,transferencia,novaTaxa}
@ATTRIBUTE pessoa1 {EmpAgr,EmpFer,EmpMaq,EmpSem,AT1,AT2,AT3,CD1,CD2,CD3,PrefeitoAT,PrefeitoCD,FiscalAT,FiscalCD}
@ATTRIBUTE pessoa2 {EmpAgr,EmpFer,EmpMaq,EmpSem,AT1,AT2,AT3,CD1,CD2,CD3,PrefeitoAT,PrefeitoCD,FiscalAT,FiscalCD}
@ATTRIBUTE parcela INTEGER [1,6]
@ATTRIBUTE objeto {Soja,Hortalica,Arroz,SuperPremium,Premium,Comum,Maquinas1,Maquinas2,Maquinas3,Pulverizador}
@ATTRIBUTE tipo_preco {baixo,normal,alto}
@ATTRIBUTE rodada REAL
@ATTRIBUTE jogo REAL
@ATTRIBUTE saldo_CD1 REAL
@ATTRIBUTE saldo_CD2 REAL
@ATTRIBUTE saldo_CD3 REAL
@ATTRIBUTE saldo_AT1 REAL
@ATTRIBUTE saldo_AT2 REAL
@ATTRIBUTE saldo_AT3 REAL
@ATTRIBUTE saldo_EmpAgr REAL
@ATTRIBUTE saldo_EmpFer REAL
@ATTRIBUTE saldo_EmpMaq REAL
@ATTRIBUTE saldo_EmpSem REAL
@ATTRIBUTE saldo_FiscalAT REAL
@ATTRIBUTE saldo_FiscalCD REAL
@ATTRIBUTE saldo_PrefeitoAT REAL
@ATTRIBUTE saldo_PrefeitoCD REAL
@ATTRIBUTE poluicao_mundial REAL
@ATTRIBUTE selo INTEGER [1,6]
@ATTRIBUTE prox_taxa REAL
@ATTRIBUTE val_taxa REAL
@ATTRIBUTE tratamento {Agua,Esgoto,Lixo}

@DATA
aluguel,EmpMaq,AT1,2.0,Maquinas2,normal,1,3,1870.0,600.0,1000.0,570.0,600.0,600.0,250.0,260.0,730.0,480.0,0.0,0.0,1000.0,1000.0,71.58999999999999,?,?,?,?
venda,EmpSem,AT1,3.0,Arroz,normal,1,3,1870.0,600.0,1000.0,560.0,600.0,600.0,250.0,260.0,730.0,500.0,0.0,0.0,1000.0,1000.0,71.80999999999999,?,?,?,?
venda,EmpFer,AT1,3.0,Comum,normal,1,3,1870.0,600.0,1000.0,570.0,600.0,600.0,250.0,270.0,730.0,500.0,0.0,0.0,1000.0,1000.0,71.89999999999999,?,?,?,?
aluguel,EmpMaq,AT1,3.0,Maquinas2,normal,1,3,1870.0,600.0,1000.0,610.0,600.0,600.0,250.0,270.0,790.0,500.0,0.0,0.0,1000.0,1000.0,71.96,?,?,?,?
venda,EmpSem,AT1,4.0,Arroz,normal,1,3,1870.0,600.0,1000.0,600.0,600.0,600.0,250.0,270.0,790.0,520.0,0.0,0.0,1000.0,1000.0,72.17999999999999,?,?,?,?
venda,EmpAgr,AT1,4.0,SuperPremium,baixo,1,3,1870.0,600.0,1000.0,675.0,600.0,600.0,275.0,270.0,790.0,520.0,0.0,0.0,1000.0,1000.0,73.99,?,?,?,?
venda,EmpSem,AT1,5.0,Hortalica,baixo,1,3,1870.0,600.0,1000.0,680.0,600.0,600.0,275.0,270.0,790.0,525.0,0.0,0.0,1000.0,1000.0,74.1,?,?,?,?
venda,EmpSem,AT1,6.0,Hortalica,baixo,1,3,1870.0,600.0,1000.0,685.0,600.0,600.0,275.0,270.0,790.0,530.0,0.0,0.0,1000.0,1000.0,74.21,?,?,?,?
venda,EmpSem,AT2,1.0,Hortalica,baixo,1,3,1870.0,600.0,1000.0,685.0,605.0,600.0,275.0,270.0,790.0,535.0,0.0,0.0,1000.0,1000.0,74.32,?,?,?,?
venda,EmpFer,AT2,1.0,Premium,baixo,1,3,1870.0,600.0,1000.0,685.0,620.0,600.0,275.0,285.0,790.0,535.0,0.0,0.0,1000.0,1000.0,74.38,?,?,?,?
aluguel,EmpMaq,AT2,1.0,Maquinas2,baixo,1,3,1870.0,600.0,1000.0,685.0,715.0,600.0,275.0,285.0,845.0,535.0,0.0,0.0,1000.0,1000.0,74.44,?,?,?,?
aluguel,EmpMaq,AT2,1.0,Pulverizador,baixo,1,3,1870.0,600.0,1000.0,685.0,320.0,600.0,275.0,285.0,1240.0,535.0,0.0,0.0,1000.0,1000.0,74.78999999999999,?,?,?,?
venda,EmpSem,AT2,2.0,Hortalica,baixo,1,3,1870.0,600.0,1000.0,685.0,325.0,600.0,275.0,285.0,1240.0,540.0,0.0,0.0,1000.0,1000.0,74.89999999999999,?,?,?,?
venda,EmpFer,AT2,2.0,Premium,baixo,1,3,1870.0,600.0,1000.0,685.0,340.0,600.0,275.0,300.0,1240.0,540.0,0.0,0.0,1000.0,1000.0,74.96,?,?,?,?
aluguel,EmpMaq,AT2,2.0,Maquinas2,baixo,1,3,1870.0,600.0,1000.0,685.0,435.0,600.0,275.0,300.0,1295.0,540.0,0.0,0.0,1000.0,1000.0,75.02,?,?,?,?
aluguel,EmpMaq,AT2,2.0,Pulverizador,baixo,1,3,1870.0,600.0,1000.0,685.0,40.0,600.0,275.0,300.0,1690.0,540.0,0.0,0.0,1000.0,1000.0,75.36999999999999,?,?,?,?
venda,EmpSem,AT2,3.0,Hortalica,baixo,1,3,1870.0,600.0,1000.0,685.0,45.0,600.0,275.0,300.0,1690.0,545.0,0.0,0.0,1000.0,1000.0,75.47999999999999,?,?,?,?
venda,EmpFer,AT2,3.0,Premium,baixo,1,3,1870.0,600.0,1000.0,685.0,60.0,600.0,275.0,315.0,1690.0,545.0,0.0,0.0,1000.0,1000.0,75.53999999999999,?,?,?,?
aluguel,EmpMaq,AT2,3.0,Maquinas2,baixo,1,3,1870.0,600.0,1000.0,685.0,155.0,600.0,275.0,315.0,1745.0,545.0,0.0,0.0,1000.0,1000.0,75.6,?,?,?,?
aluguel,EmpMaq,AT2,3.0,Pulverizador,baixo,1,3,1870.0,600.0,1000.0,685.0,-240.0,600.0,275.0,315.0,2140.0,545.0,0.0,0.0,1000.0,1000.0,75.94999999999999,?,?,?,?
venda,EmpSem,AT2,4.0,Hortalica,baixo,1,3,1870.0,600.0,1000.0,685.0,-235.0,600.0,275.0,315.0,2140.0,550.0,0.0,0.0,1000.0,1000.0,76.05999999999999,?,?,?,?
venda,EmpFer,AT2,4.0,Comum,baixo,1,3,1870.0,600.0,1000.0,685.0,-220.0,600.0,275.0,320.0,2140.0,550.0,0.0,0.0,1000.0,1000.0,76.14999999999998,?,?,?,?
aluguel,EmpMaq,AT2,4.0,Maquinas2,baixo,1,3,1870.0,600.0,1000.0,685.0,-175.0,600.0,275.0,320.0,2195.0,550.0,0.0,0.0,1000.0,1000.0,76.20999999999998,?,?,?,?
aluguel,EmpMaq,AT2,4.0,Pulverizador,baixo,1,3,1870.0,600.0,1000.0,685.0,-570.0,600.0,275.0,320.0,2590.0,550.0,0.0,0.0,1000.0,1000.0,76.55999999999997,?,?,?,?
venda,EmpSem,AT2,5.0,Hortalica,baixo,1,3,1870.0,600.0,1000.0,685.0,-565.0,600.0,275.0,320.0,2590.0,555.0,0.0,0.0,1000.0,1000.0,76.66999999999997,?,?,?,?
venda,EmpFer,AT2,5.0,Comum,baixo,1,3,1870.0,600.0,1000.0,685.0,-550.0,600.0,275.0,325.0,2590.0,555.0,0.0,0.0,1000.0,1000.0,76.75999999999998,?,?,?,?
aluguel,EmpMaq,AT2,5.0,Maquinas2,baixo,1,3,1870.0,600.0,1000.0,685.0,-505.0,600.0,275.0,325.0,2645.0,555.0,0.0,0.0,1000.0,1000.0,76.81999999999998,?,?,?,?
aluguel,EmpMaq,AT2,5.0,Pulverizador,baixo,1,3,1870.0,600.0,1000.0,685.0,-900.0,600.0,275.0,325.0,3040.0,555.0,0.0,0.0,1000.0,1000.0,77.16999999999997,?,?,?,?
venda,EmpSem,AT2,6.0,Hortalica,baixo,1,3,1870.0,600.0,1000.0,685.0,-895.0,600.0,275.0,325.0,3040.0,560.0,0.0,0.0,1000.0,1000.0,77.27999999999997,?,?,?,?
venda,EmpFer,AT2,6.0,Comum,baixo,1,3,1870.0,600.0,1000.0,685.0,-880.0,600.0,275.0,330.0,3040.0,560.0,0.0,0.0,1000.0,1000.0,77.36999999999998,?,?,?,?
aluguel,EmpMaq,AT2,6.0,Maquinas2,baixo,1,3,1870.0,600.0,1000.0,685.0,-835.0,600.0,275.0,330.0,3095.0,560.0,0.0,0.0,1000.0,1000.0,77.42999999999998,?,?,?,?
aluguel,EmpMaq,AT2,6.0,Pulverizador,baixo,1,3,1870.0,600.0,1000.0,685.0,-1230.0,600.0,275.0,330.0,3490.0,560.0,0.0,0.0,1000.0,1000.0,77.77999999999997,?,?,?,?
venda,EmpSem,CD2,1.0,Soja,baixo,1,3,1870.0,585.0,1000.0,685.0,-1230.0,600.0,275.0,330.0,3490.0,585.0,0.0,0.0,1000.0,1000.0,78.10999999999997,?,?,?,?
venda,EmpFer,CD2,1.0,Premium,baixo,1,3,1870.0,600.0,1000.0,685.0,-1230.0,600.0,275.0,345.0,3490.0,585.0,0.0,0.0,1000.0,1000.0,78.16999999999997,?,?,?,?
venda,EmpAgr,CD2,1.0,Premium,baixo,1,3,1870.0,1115.0,1000.0,685.0,-1230.0,600.0,290.0,345.0,3490.0,585.0,0.0,0.0,1000.0,1000.0,79.68999999999997,?,?,?,?
venda,EmpSem,CD2,2.0,Soja,baixo,1,3,1870.0,1100.0,1000.0,685.0,-1230.0,600.0,290.0,345.0,3490.0,610.0,0.0,0.0,1000.0,1000.0,80.01999999999997,?,?,?,?
venda,EmpFer,CD2,2.0,Premium,baixo,1,3,1870.0,1115.0,1000.0,685.0,-1230.0,600.0,290.0,360.0,3490.0,610.0,0.0,0.0,1000.0,1000.0,80.07999999999997,?,?,?,?
venda,EmpAgr,CD2,2.0,Premium,baixo,1,3,1870.0,1630.0,1000.0,685.0,-1230.0,600.0,305.0,360.0,3490.0,610.0,0.0,0.0,1000.0,1000.0,81.59999999999997,?,?,?,?
venda,EmpSem,CD2,3.0,Soja,baixo,1,3,1870.0,1615.0,1000.0,685.0,-1230.0,600.0,305.0,360.0,3490.0,635.0,0.0,0.0,1000.0,1000.0,81.92999999999996,?,?,?,?
venda,EmpFer,CD2,3.0,Premium,baixo,1,3,1870.0,1630.0,1000.0,685.0,-1230.0,600.0,305.0,375.0,3490.0,635.0,0.0,0.0,1000.0,1000.0,81.98999999999998,?,?,?,?
venda,EmpAgr,CD2,3.0,Premium,baixo,1,3,1870.0,2145.0,1000.0,685.0,-1230.0,600.0,320.0,375.0,3490.0,635.0,0.0,0.0,1000.0,1000.0,83.50999999999999,?,?,?,?
venda,EmpSem,CD2,4.0,Soja,baixo,1,3,1870.0,2130.0,1000.0,685.0,-1230.0,600.0,320.0,375.0,3490.0,660.0,0.0,0.0,1000.0,1000.0,83.83999999999999,?,?,?,?
venda,EmpFer,CD2,4.0,Premium,baixo,1,3,1870.0,2145.0,1000.0,685.0,-1230.0,600.0,320.0,390.0,3490.0,660.0,0.0,0.0,1000.0,1000.0,83.89999999999999,?,?,?,?
venda,EmpAgr,CD2,4.0,Premium,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,600.0,335.0,390.0,3490.0,660.0,0.0,0.0,1000.0,1000.0,85.42,?,?,?,?
venda,EmpSem,AT3,1.0,Hortalica,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,605.0,335.0,390.0,3490.0,665.0,0.0,0.0,1000.0,1000.0,85.53,?,?,?,?
venda,EmpFer,AT3,1.0,Comum,normal,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,615.0,335.0,400.0,3490.0,665.0,0.0,0.0,1000.0,1000.0,85.62,?,?,?,?
venda,EmpAgr,AT3,1.0,Comum,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,720.0,340.0,400.0,3490.0,665.0,0.0,0.0,1000.0,1000.0,85.85000000000001,?,?,?,?
venda,EmpSem,AT3,2.0,Hortalica,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,725.0,340.0,400.0,3490.0,670.0,0.0,0.0,1000.0,1000.0,85.96000000000001,?,?,?,?
venda,EmpFer,AT3,2.0,Comum,normal,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,735.0,340.0,410.0,3490.0,670.0,0.0,0.0,1000.0,1000.0,86.05000000000001,?,?,?,?
venda,EmpAgr,AT3,2.0,Comum,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,840.0,345.0,410.0,3490.0,670.0,0.0,0.0,1000.0,1000.0,86.28000000000002,?,?,?,?
venda,EmpSem,AT3,3.0,Hortalica,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,845.0,345.0,410.0,3490.0,675.0,0.0,0.0,1000.0,1000.0,86.39000000000001,?,?,?,?
venda,EmpFer,AT3,3.0,Comum,normal,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,855.0,345.0,420.0,3490.0,675.0,0.0,0.0,1000.0,1000.0,86.48000000000002,?,?,?,?
venda,EmpAgr,AT3,3.0,Comum,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,960.0,350.0,420.0,3490.0,675.0,0.0,0.0,1000.0,1000.0,86.71000000000002,?,?,?,?
venda,EmpSem,AT3,4.0,Arroz,normal,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,950.0,350.0,420.0,3490.0,695.0,0.0,0.0,1000.0,1000.0,86.93000000000002,?,?,?,?
venda,EmpFer,AT3,4.0,Premium,normal,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,960.0,350.0,440.0,3490.0,695.0,0.0,0.0,1000.0,1000.0,86.99000000000002,?,?,?,?
venda,EmpAgr,AT3,4.0,Comum,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1115.0,355.0,440.0,3490.0,695.0,0.0,0.0,1000.0,1000.0,87.42000000000002,?,?,?,?
venda,EmpSem,AT3,5.0,Arroz,normal,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1105.0,355.0,440.0,3490.0,715.0,0.0,0.0,1000.0,1000.0,87.64000000000001,?,?,?,?
venda,EmpFer,AT3,5.0,Premium,normal,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1115.0,355.0,460.0,3490.0,715.0,0.0,0.0,1000.0,1000.0,87.70000000000002,?,?,?,?
venda,EmpAgr,AT3,5.0,Comum,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1270.0,360.0,460.0,3490.0,715.0,0.0,0.0,1000.0,1000.0,88.13000000000002,?,?,?,?
venda,EmpSem,AT3,6.0,Arroz,normal,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1260.0,360.0,460.0,3490.0,735.0,0.0,0.0,1000.0,1000.0,88.35000000000002,?,?,?,?
venda,EmpFer,AT3,6.0,Premium,normal,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1270.0,360.0,480.0,3490.0,735.0,0.0,0.0,1000.0,1000.0,88.41000000000003,?,?,?,?
venda,EmpAgr,AT3,6.0,Comum,baixo,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1425.0,365.0,480.0,3490.0,735.0,0.0,0.0,1000.0,1000.0,88.84000000000002,?,?,?,?
tratamento,PrefeitoCD,?,?,?,?,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1425.0,365.0,480.0,3490.0,735.0,0.0,0.0,1000.0,131.15999999999997,84.39800000000002,?,?,?,Agua
tratamento,PrefeitoAT,?,?,?,?,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1425.0,365.0,480.0,3490.0,735.0,0.0,0.0,-664.3980000000001,131.15999999999997,75.95820000000003,?,?,?,Lixo
imposto,PrefeitoAT,EmpSem,?,?,?,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1425.0,365.0,480.0,3490.0,544.5,0.0,0.0,-473.89800000000014,131.15999999999997,75.95820000000003,?,?,?,?
imposto,PrefeitoCD,EmpFer,?,?,?,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1425.0,365.0,366.0,3490.0,544.5,0.0,0.0,-473.89800000000014,245.15999999999997,75.95820000000003,?,?,?,?
imposto,PrefeitoAT,EmpMaq,?,?,?,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1425.0,365.0,366.0,2473.0,544.5,0.0,0.0,543.1019999999999,245.15999999999997,75.95820000000003,?,?,?,?
imposto,PrefeitoCD,EmpAgr,?,?,?,1,3,1870.0,2660.0,1000.0,685.0,-1230.0,1425.0,285.5,366.0,2473.0,544.5,0.0,0.0,543.1019999999999,324.65999999999997,75.95820000000003,?,?,?,?
imposto,PrefeitoAT,AT1,?,?,?,1,3,1870.0,2660.0,1000.0,565.0,-1230.0,1425.0,285.5,366.0,2473.0,544.5,0.0,0.0,663.1019999999999,324.65999999999997,75.95820000000003,?,?,?,?
imposto,PrefeitoCD,CD1,?,?,?,1,3,1237.0,2660.0,1000.0,565.0,-1230.0,1425.0,285.5,366.0,2473.0,544.5,0.0,0.0,663.1019999999999,957.66,75.95820000000003,?,?,?,?
imposto,PrefeitoAT,AT2,?,?,?,1,3,1237.0,2660.0,1000.0,565.0,-1743.0,1425.0,285.5,366.0,2473.0,544.5,0.0,0.0,1176.1019999999999,957.66,75.95820000000003,?,?,?,?
imposto,PrefeitoCD,CD2,?,?,?,1,3,1237.0,2432.0,1000.0,565.0,-1743.0,1425.0,285.5,366.0,2473.0,544.5,0.0,0.0,1176.1019999999999,1185.6599999999999,75.95820000000003,?,?,?,?
imposto,PrefeitoAT,AT3,?,?,?,1,3,1237.0,2432.0,1000.0,565.0,-1743.0,1272.0,285.5,366.0,2473.0,544.5,0.0,0.0,1329.1019999999999,1185.6599999999999,75.95820000000003,?,?,?,?
imposto,PrefeitoCD,CD3,?,?,?,1,3,1237.0,2432.0,820.0,565.0,-1743.0,1272.0,285.5,366.0,2473.0,544.5,0.0,0.0,1329.1019999999999,1365.6599999999999,75.95820000000003,?,?,?,?
multa,FiscalCD,EmpFer,?,?,?,1,3,1237.0,2432.0,820.0,565.0,-1743.0,1272.0,285.5,90.0,2473.0,544.5,0.0,0.0,1329.1019999999999,1641.6599999999999,75.95820000000003,?,?,?,?
multa,FiscalAT,EmpMaq,?,?,?,1,3,1237.0,2432.0,820.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1641.6599999999999,75.95820000000003,?,?,?,?
selo,FiscalCD,CD3,?,?,?,1,3,1237.0,2432.0,829.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1632.6599999999999,75.95820000000003,1.0,?,?,?
selo,FiscalCD,CD3,?,?,?,1,3,1237.0,2432.0,838.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1623.6599999999999,75.95820000000003,2.0,?,?,?
selo,FiscalCD,CD3,?,?,?,1,3,1237.0,2432.0,847.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1614.6599999999999,75.95820000000003,3.0,?,?,?
selo,FiscalCD,CD3,?,?,?,1,3,1237.0,2432.0,856.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1605.6599999999999,75.95820000000003,4.0,?,?,?
selo,FiscalCD,CD3,?,?,?,1,3,1237.0,2432.0,865.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1596.6599999999999,75.95820000000003,5.0,?,?,?
selo,FiscalCD,CD3,?,?,?,1,3,1237.0,2432.0,874.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1587.6599999999999,75.95820000000003,6.0,?,?,?
selo,FiscalCD,CD2,?,?,?,1,3,1237.0,2443.4,874.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1576.2599999999998,75.95820000000003,5.0,?,?,?
selo,FiscalCD,CD2,?,?,?,1,3,1237.0,2454.8,874.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1564.8599999999997,75.95820000000003,6.0,?,?,?
selo,FiscalCD,CD1,?,?,?,1,3,1268.65,2454.8,874.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1533.2099999999996,75.95820000000003,1.0,?,?,?
selo,FiscalCD,CD1,?,?,?,1,3,1300.3000000000002,2454.8,874.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1501.5599999999995,75.95820000000003,2.0,?,?,?
selo,FiscalCD,CD1,?,?,?,1,3,1331.9500000000003,2454.8,874.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1469.9099999999994,75.95820000000003,3.0,?,?,?
selo,FiscalCD,CD1,?,?,?,1,3,1363.6000000000004,2454.8,874.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1438.2599999999993,75.95820000000003,4.0,?,?,?
selo,FiscalCD,CD1,?,?,?,1,3,1395.2500000000005,2454.8,874.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1406.6099999999992,75.95820000000003,5.0,?,?,?
selo,FiscalCD,CD1,?,?,?,1,3,1426.9000000000005,2454.8,874.0,565.0,-1743.0,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1677.1019999999999,1374.9599999999991,75.95820000000003,6.0,?,?,?
selo,FiscalAT,AT2,?,?,?,1,3,1426.9000000000005,2454.8,874.0,565.0,-1717.35,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1651.4519999999998,1374.9599999999991,75.95820000000003,6.0,?,?,?
novaTaxa,CD2,?,?,?,?,1,3,1426.9000000000005,2454.8,874.0,565.0,-1717.35,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1651.4519999999998,1374.9599999999991,75.95820000000003,?,1.0,15.0,?
novaTaxa,CD2,?,?,?,?,1,3,1426.9000000000005,2454.8,874.0,565.0,-1717.35,1272.0,285.5,90.0,2125.0,544.5,0.0,0.0,1651.4519999999998,1374.9599999999991,75.95820000000003,?,3.0,25.0,?
venda,EmpSem,AT1,1.0,Hortalica,baixo,2,3,1426.9000000000005,2454.8,874.0,570.0,-1717.35,1272.0,285.5,90.0,2125.0,549.5,0.0,0.0,1651.4519999999998,1374.9599999999991,76.06820000000003,?,?,?,?
venda,EmpSem,AT1,2.0,Arroz,normal,2,3,1426.9000000000005,2454.8,874.0,560.0,-1717.35,1272.0,285.5,90.0,2125.0,569.5,0.0,0.0,1651.4519999999998,1374.9599999999991,76.28820000000003,?,?,?,?
venda,EmpAgr,AT1,2.0,Premium,normal,2,3,1426.9000000000005,2454.8,874.0,600.0,-1717.35,1272.0,305.5,90.0,2125.0,569.5,0.0,0.0,1651.4519999999998,1374.9599999999991,77.30820000000003,?,?,?,?
venda,EmpSem,AT1,3.0,Hortalica,baixo,2,3,1426.9000000000005,2454.8,874.0,605.0,-1717.35,1272.0,305.5,90.0,2125.0,574.5,0.0,0.0,1651.4519999999998,1374.9599999999991,77.41820000000003,?,?,?,?
venda,EmpSem,AT1,4.0,Hortalica,baixo,2,3,1426.9000000000005,2454.8,874.0,610.0,-1717.35,1272.0,305.5,90.0,2125.0,579.5,0.0,0.0,1651.4519999999998,1374.9599999999991,77.52820000000003,?,?,?,?
venda,EmpSem,AT1,5.0,Arroz,normal,2,3,1426.9000000000005,2454.8,874.0,600.0,-1717.35,1272.0,305.5,90.0,2125.0,599.5,0.0,0.0,1651.4519999999998,1374.9599999999991,77.74820000000003,?,?,?,?
venda,EmpSem,AT1,6.0,Arroz,normal,2,3,1426.9000000000005,2454.8,874.0,590.0,-1717.35,1272.0,305.5,90.0,2125.0,619.5,0.0,0.0,1651.4519999999998,1374.9599999999991,77.96820000000002,?,?,?,?
venda,EmpAgr,AT1,6.0,SuperPremium,normal,2,3,1426.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,90.0,2125.0,619.5,0.0,0.0,1651.4519999999998,1374.9599999999991,79.77820000000003,?,?,?,?
venda,EmpSem,CD1,1.0,Soja,baixo,2,3,1411.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,90.0,2125.0,644.5,0.0,0.0,1651.4519999999998,1374.9599999999991,80.10820000000002,?,?,?,?
venda,EmpFer,CD1,1.0,SuperPremium,baixo,2,3,1426.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,115.0,2125.0,644.5,0.0,0.0,1651.4519999999998,1374.9599999999991,80.13820000000003,?,?,?,?
aluguel,EmpMaq,CD1,1.0,Maquinas3,baixo,2,3,1701.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,115.0,2210.0,644.5,0.0,0.0,1651.4519999999998,1374.9599999999991,80.22820000000003,?,?,?,?
venda,EmpSem,CD1,2.0,Soja,baixo,2,3,1686.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,115.0,2210.0,669.5,0.0,0.0,1651.4519999999998,1374.9599999999991,80.55820000000003,?,?,?,?
venda,EmpFer,CD1,2.0,SuperPremium,baixo,2,3,1701.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,140.0,2210.0,669.5,0.0,0.0,1651.4519999999998,1374.9599999999991,80.58820000000001,?,?,?,?
aluguel,EmpMaq,CD1,2.0,Maquinas3,baixo,2,3,1976.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,140.0,2295.0,669.5,0.0,0.0,1651.4519999999998,1374.9599999999991,80.6782,?,?,?,?
venda,EmpSem,CD1,3.0,Soja,baixo,2,3,1961.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,140.0,2295.0,694.5,0.0,0.0,1651.4519999999998,1374.9599999999991,81.0082,?,?,?,?
venda,EmpFer,CD1,3.0,SuperPremium,baixo,2,3,1976.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,165.0,2295.0,694.5,0.0,0.0,1651.4519999999998,1374.9599999999991,81.03819999999999,?,?,?,?
aluguel,EmpMaq,CD1,3.0,Maquinas3,baixo,2,3,2251.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,165.0,2380.0,694.5,0.0,0.0,1651.4519999999998,1374.9599999999991,81.12819999999999,?,?,?,?
venda,EmpSem,CD1,4.0,Soja,normal,2,3,2231.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,165.0,2380.0,724.5,0.0,0.0,1651.4519999999998,1374.9599999999991,81.45819999999999,?,?,?,?
venda,EmpFer,CD1,4.0,SuperPremium,baixo,2,3,2246.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,190.0,2380.0,724.5,0.0,0.0,1651.4519999999998,1374.9599999999991,81.48819999999999,?,?,?,?
aluguel,EmpMaq,CD1,4.0,Maquinas3,baixo,2,3,2521.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,190.0,2465.0,724.5,0.0,0.0,1651.4519999999998,1374.9599999999991,81.5782,?,?,?,?
venda,EmpSem,CD1,5.0,Soja,normal,2,3,2501.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,190.0,2465.0,754.5,0.0,0.0,1651.4519999999998,1374.9599999999991,81.9082,?,?,?,?
venda,EmpFer,CD1,5.0,SuperPremium,baixo,2,3,2516.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,215.0,2465.0,754.5,0.0,0.0,1651.4519999999998,1374.9599999999991,81.9382,?,?,?,?
aluguel,EmpMaq,CD1,5.0,Maquinas3,baixo,2,3,2791.9000000000005,2454.8,874.0,660.0,-1717.35,1272.0,335.5,215.0,2550.0,754.5,0.0,0.0,1651.4519999999998,1374.9599999999991,82.0282,?,?,?,?
