	acao	pessoa1	pessoa2	parcela	objeto	tipo_preco	rodada	jogo	saldo_AgCD1	saldo_AgCD2	saldo_AgCD3	saldo_AgAT1	saldo_AgAT2	saldo_AgAT3	saldo_EmpAgro	saldo_EmpFert	saldo_EmpMaq	saldo_EmpSem	saldo_FiscalAT	saldo_FiscalCD	saldo_PrefeitoAT	saldo_PrefeitoCD	poluicao_mundial	selo	prox_taxa	val_taxa	tratamento	etapa_1	etapa_2
215	venda	EmpMaq|PrefeitoAT	AgCD3|VereadorCD	1.0	Maquinas 3	alto	3	5	1231.0	2143.0	1767.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1261.0	930.0	1149.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	193.87197540062186						
216	venda	EmpSem|FiscalAT	AgCD3|VereadorCD	2.0	Soja	normal	3	5	1231.0	2143.0	1747.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1261.0	930.0	1179.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	194.20197540062188						
217	venda	EmpFert	AgCD3|VereadorCD	2.0	Super premium	normal	3	5	1231.0	2143.0	1827.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1291.0	930.0	1179.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	196.91197540062186						
218	venda	EmpMaq|PrefeitoAT	AgCD3|VereadorCD	2.0	Maquinas 3	alto	3	5	1231.0	2143.0	1922.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1291.0	965.0	1179.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	199.62197540062186						
219	venda	EmpSem|FiscalAT	AgCD3|VereadorCD	3.0	Soja	normal	3	5	1231.0	2143.0	1902.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1291.0	965.0	1209.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	199.95197540062185						
220	venda	EmpFert	AgCD3|VereadorCD	3.0	Super premium	normal	3	5	1231.0	2143.0	1982.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1321.0	965.0	1209.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	202.66197540062186						
221	venda	EmpMaq|PrefeitoAT	AgCD3|VereadorCD	3.0	Maquinas 3	alto	3	5	1231.0	2143.0	2077.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1321.0	1000.0	1209.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	205.37197540062184						
222	venda	EmpSem|FiscalAT	AgCD3|VereadorCD	4.0	Soja	normal	3	5	1231.0	2143.0	2057.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1321.0	1000.0	1239.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	205.70197540062182						
223	venda	EmpFert	AgCD3|VereadorCD	4.0	Super premium	normal	3	5	1231.0	2143.0	2137.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1351.0	1000.0	1239.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	208.41197540062183						
224	venda	EmpMaq|PrefeitoAT	AgCD3|VereadorCD	4.0	Maquinas 3	alto	3	5	1231.0	2143.0	2232.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1351.0	1035.0	1239.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	211.1219754006218						
225	venda	EmpSem|FiscalAT	AgCD3|VereadorCD	5.0	Soja	normal	3	5	1231.0	2143.0	2212.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1351.0	1035.0	1269.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	211.4519754006218						
226	venda	EmpFert	AgCD3|VereadorCD	5.0	Super premium	normal	3	5	1231.0	2143.0	2292.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1381.0	1035.0	1269.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	214.16197540062177						
227	venda	EmpMaq|PrefeitoAT	AgCD3|VereadorCD	5.0	Maquinas 3	alto	3	5	1231.0	2143.0	2387.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1381.0	1070.0	1269.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	216.87197540062178						
228	venda	EmpSem|FiscalAT	AgCD3|VereadorCD	6.0	Soja	normal	3	5	1231.0	2143.0	2367.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1381.0	1070.0	1299.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	217.20197540062176						
229	venda	EmpFert	AgCD3|VereadorCD	6.0	Super premium	baixo	3	5	1231.0	2143.0	2452.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1406.0	1070.0	1299.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	219.91197540062174						
230	venda	EmpMaq|PrefeitoAT	AgCD3|VereadorCD	6.0	Maquinas 3	alto	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	667.3999999999999	-714.7499999999999	1406.0	1105.0	1299.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	222.62197540062175						
231	venda	EmpSem|FiscalAT	AgAT3	1.0	Arroz	baixo	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	662.3999999999999	-714.7499999999999	1406.0	1105.0	1314.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	222.84197540062175						
232	venda	EmpFert	AgAT3	1.0	Premium	baixo	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	707.3999999999999	-714.7499999999999	1421.0	1105.0	1314.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	223.8619754006218						
233	venda	EmpSem|FiscalAT	AgAT3	2.0	Arroz	baixo	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	702.3999999999999	-714.7499999999999	1421.0	1105.0	1329.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	224.08197540062181						
234	venda	EmpFert	AgAT3	2.0	Premium	baixo	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	747.3999999999999	-714.7499999999999	1436.0	1105.0	1329.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	225.10197540062182						
235	venda	EmpSem|FiscalAT	AgAT3	3.0	Arroz	baixo	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	742.3999999999999	-714.7499999999999	1436.0	1105.0	1344.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	225.32197540062185						
236	venda	EmpFert	AgAT3	3.0	Premium	baixo	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	787.3999999999999	-714.7499999999999	1451.0	1105.0	1344.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	226.34197540062186						
237	venda	EmpSem|FiscalAT	AgAT3	4.0	Arroz	normal	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	777.3999999999999	-714.7499999999999	1451.0	1105.0	1364.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	226.5619754006219						
238	venda	EmpFert	AgAT3	4.0	Premium	baixo	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	822.3999999999999	-714.7499999999999	1466.0	1105.0	1364.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	227.5819754006219						
239	venda	EmpSem|FiscalAT	AgAT3	5.0	Arroz	normal	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	812.3999999999999	-714.7499999999999	1466.0	1105.0	1384.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	227.80197540062193						
240	venda	EmpFert	AgAT3	5.0	Premium	baixo	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	857.3999999999999	-714.7499999999999	1481.0	1105.0	1384.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	228.82197540062194						
241	venda	EmpSem|FiscalAT	AgAT3	6.0	Arroz	normal	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	847.3999999999999	-714.7499999999999	1481.0	1105.0	1404.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	229.04197540062196						
242	venda	EmpFert	AgAT3	6.0	Premium	baixo	3	5	1231.0	2143.0	2547.5999999999995	190.0	413.79999999999995	892.3999999999999	-714.7499999999999	1496.0	1105.0	1404.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	230.06197540062198						
243	venda	EmpSem|FiscalAT	AgAT1	1.0	Hortalica	alto	3	5	1231.0	2143.0	2547.5999999999995	185.0	413.79999999999995	892.3999999999999	-714.7499999999999	1496.0	1105.0	1419.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	230.171975400622						
244	venda	EmpFert	AgAT1	1.0	Premium	baixo	3	5	1231.0	2143.0	2547.5999999999995	230.0	413.79999999999995	892.3999999999999	-714.7499999999999	1511.0	1105.0	1419.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	230.69197540062197						
245	venda	EmpSem|FiscalAT	AgAT1	2.0	Hortalica	alto	3	5	1231.0	2143.0	2547.5999999999995	225.0	413.79999999999995	892.3999999999999	-714.7499999999999	1511.0	1105.0	1434.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	230.80197540062198						
246	venda	EmpFert	AgAT1	2.0	Super premium	normal	3	5	1231.0	2143.0	2547.5999999999995	295.0	413.79999999999995	892.3999999999999	-714.7499999999999	1541.0	1105.0	1434.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	231.711975400622						
247	venda	EmpSem|FiscalAT	AgAT1	3.0	Hortalica	alto	3	5	1231.0	2143.0	2547.5999999999995	290.0	413.79999999999995	892.3999999999999	-714.7499999999999	1541.0	1105.0	1449.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	231.82197540062202						
248	venda	EmpFert	AgAT1	3.0	Super premium	normal	3	5	1231.0	2143.0	2547.5999999999995	360.0	413.79999999999995	892.3999999999999	-714.7499999999999	1571.0	1105.0	1449.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	232.73197540062202						
249	venda	EmpSem|FiscalAT	AgAT1	4.0	Soja	normal	3	5	1231.0	2143.0	2547.5999999999995	340.0	413.79999999999995	892.3999999999999	-714.7499999999999	1571.0	1105.0	1479.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	233.061975400622						
250	venda	EmpFert	AgAT1	4.0	Super premium	normal	3	5	1231.0	2143.0	2547.5999999999995	420.0	413.79999999999995	892.3999999999999	-714.7499999999999	1601.0	1105.0	1479.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	235.771975400622						
251	venda	EmpSem|FiscalAT	AgAT1	5.0	Soja	normal	3	5	1231.0	2143.0	2547.5999999999995	400.0	413.79999999999995	892.3999999999999	-714.7499999999999	1601.0	1105.0	1509.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	236.101975400622						
252	venda	EmpFert	AgAT1	5.0	Super premium	normal	3	5	1231.0	2143.0	2547.5999999999995	480.0	413.79999999999995	892.3999999999999	-714.7499999999999	1631.0	1105.0	1509.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	238.81197540062198						
253	venda	EmpSem|FiscalAT	AgAT1	6.0	Soja	normal	3	5	1231.0	2143.0	2547.5999999999995	460.0	413.79999999999995	892.3999999999999	-714.7499999999999	1631.0	1105.0	1539.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	239.14197540062196						
254	venda	EmpFert	AgAT1	6.0	Super premium	normal	3	5	1231.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1661.0	1105.0	1539.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	241.85197540062197						
255	venda	EmpSem|FiscalAT	AgCD1|FiscalCD	1.0	Soja	baixo	3	5	1216.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1661.0	1105.0	1564.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	242.18197540062195						
256	venda	EmpFert	AgCD1|FiscalCD	1.0	Super premium	normal	3	5	1296.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1691.0	1105.0	1564.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	244.89197540062193						
257	venda	EmpMaq|PrefeitoAT	AgCD1|FiscalCD	1.0	Maquinas 1	baixo	3	5	1401.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1691.0	1130.0	1564.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	247.6019754006219						
258	venda	EmpSem|FiscalAT	AgCD1|FiscalCD	2.0	Soja	normal	3	5	1381.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1691.0	1130.0	1594.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	247.9319754006219						
259	venda	EmpFert	AgCD1|FiscalCD	2.0	Super premium	normal	3	5	1461.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1721.0	1130.0	1594.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	250.6419754006219						
260	venda	EmpMaq|PrefeitoAT	AgCD1|FiscalCD	2.0	Maquinas 1	baixo	3	5	1566.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1721.0	1155.0	1594.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	253.35197540062188						
261	venda	EmpSem|FiscalAT	AgCD1|FiscalCD	3.0	Soja	normal	3	5	1546.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1721.0	1155.0	1624.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	253.68197540062187						
262	venda	EmpFert	AgCD1|FiscalCD	3.0	Super premium	normal	3	5	1626.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1751.0	1155.0	1624.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	256.39197540062185						
263	venda	EmpMaq|PrefeitoAT	AgCD1|FiscalCD	3.0	Maquinas 2	alto	3	5	1721.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1751.0	1190.0	1624.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	259.1019754006219						
264	venda	EmpSem|FiscalAT	AgCD1|FiscalCD	4.0	Soja	normal	3	5	1701.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1751.0	1190.0	1654.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	259.43197540062187						
265	venda	EmpFert	AgCD1|FiscalCD	4.0	Super premium	normal	3	5	1781.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1781.0	1190.0	1654.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	262.14197540062185						
266	venda	EmpMaq|PrefeitoAT	AgCD1|FiscalCD	4.0	Maquinas 2	alto	3	5	1876.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1781.0	1225.0	1654.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	264.8519754006218						
267	venda	EmpSem|FiscalAT	AgCD1|FiscalCD	5.0	Soja	normal	3	5	1856.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1781.0	1225.0	1684.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	265.1819754006218						
268	venda	EmpFert	AgCD1|FiscalCD	5.0	Super premium	baixo	3	5	1941.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1806.0	1225.0	1684.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	267.8919754006218						
269	venda	EmpMaq|PrefeitoAT	AgCD1|FiscalCD	5.0	Maquinas 3	alto	3	5	2036.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1806.0	1260.0	1684.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	270.60197540062177						
270	venda	EmpSem|FiscalAT	AgCD1|FiscalCD	6.0	Soja	normal	3	5	2016.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1806.0	1260.0	1714.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	270.93197540062175						
271	venda	EmpFert	AgCD1|FiscalCD	6.0	Super premium	baixo	3	5	2101.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1831.0	1260.0	1714.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	273.6419754006218						
272	venda	EmpMaq|PrefeitoAT	AgCD1|FiscalCD	6.0	Maquinas 3	alto	3	5	2196.0	2143.0	2547.5999999999995	540.0	413.79999999999995	892.3999999999999	-714.7499999999999	1831.0	1295.0	1714.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	276.35197540062177						
273	venda	EmpSem|FiscalAT	AgAT2|VereadorAT	1.0	Arroz	normal	3	5	2196.0	2143.0	2547.5999999999995	540.0	403.79999999999995	892.3999999999999	-714.7499999999999	1831.0	1295.0	1734.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	276.5719754006218						
274	venda	EmpFert	AgAT2|VereadorAT	1.0	Super premium	normal	3	5	2196.0	2143.0	2547.5999999999995	540.0	473.79999999999995	892.3999999999999	-714.7499999999999	1861.0	1295.0	1734.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	278.3819754006218						
275	venda	EmpMaq|PrefeitoAT	AgAT2|VereadorAT	1.0	Maquinas 1	baixo	3	5	2196.0	2143.0	2547.5999999999995	540.0	548.8	892.3999999999999	-714.7499999999999	1861.0	1320.0	1734.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	280.1919754006218						
276	venda	EmpSem|FiscalAT	AgAT2|VereadorAT	2.0	Arroz	normal	3	5	2196.0	2143.0	2547.5999999999995	540.0	538.8	892.3999999999999	-714.7499999999999	1861.0	1320.0	1754.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	280.4119754006218						
277	venda	EmpFert	AgAT2|VereadorAT	2.0	Super premium	normal	3	5	2196.0	2143.0	2547.5999999999995	540.0	608.8	892.3999999999999	-714.7499999999999	1891.0	1320.0	1754.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	282.22197540062183						
278	venda	EmpMaq|PrefeitoAT	AgAT2|VereadorAT	2.0	Maquinas 1	baixo	3	5	2196.0	2143.0	2547.5999999999995	540.0	683.8	892.3999999999999	-714.7499999999999	1891.0	1345.0	1754.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	284.03197540062183						
279	venda	EmpSem|FiscalAT	AgAT2|VereadorAT	3.0	Arroz	normal	3	5	2196.0	2143.0	2547.5999999999995	540.0	673.8	892.3999999999999	-714.7499999999999	1891.0	1345.0	1774.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	284.25197540062186						
280	venda	EmpFert	AgAT2|VereadorAT	3.0	Super premium	normal	3	5	2196.0	2143.0	2547.5999999999995	540.0	743.8	892.3999999999999	-714.7499999999999	1921.0	1345.0	1774.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	286.06197540062186						
281	venda	EmpMaq|PrefeitoAT	AgAT2|VereadorAT	3.0	Maquinas 1	baixo	3	5	2196.0	2143.0	2547.5999999999995	540.0	818.8	892.3999999999999	-714.7499999999999	1921.0	1370.0	1774.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	287.87197540062186						
282	venda	EmpSem|FiscalAT	AgAT2|VereadorAT	4.0	Arroz	baixo	3	5	2196.0	2143.0	2547.5999999999995	540.0	813.8	892.3999999999999	-714.7499999999999	1921.0	1370.0	1789.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	288.0919754006219						
283	venda	EmpFert	AgAT2|VereadorAT	4.0	Super premium	normal	3	5	2196.0	2143.0	2547.5999999999995	540.0	883.8	892.3999999999999	-714.7499999999999	1951.0	1370.0	1789.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	289.9019754006219						
284	venda	EmpAgro	AgAT2|VereadorAT	4.0	Comum	baixo	3	5	2196.0	2143.0	2547.5999999999995	540.0	908.8	892.3999999999999	-709.7499999999999	1951.0	1370.0	1789.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	290.3319754006219						
285	venda	EmpSem|FiscalAT	AgAT2|VereadorAT	5.0	Arroz	baixo	3	5	2196.0	2143.0	2547.5999999999995	540.0	903.8	892.3999999999999	-709.7499999999999	1951.0	1370.0	1804.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	290.5519754006219						
286	venda	EmpFert	AgAT2|VereadorAT	5.0	Super premium	normal	3	5	2196.0	2143.0	2547.5999999999995	540.0	973.8	892.3999999999999	-709.7499999999999	1981.0	1370.0	1804.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	292.36197540062193						
287	venda	EmpAgro	AgAT2|VereadorAT	5.0	Comum	baixo	3	5	2196.0	2143.0	2547.5999999999995	540.0	998.8	892.3999999999999	-704.7499999999999	1981.0	1370.0	1804.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	292.79197540062194						
288	venda	EmpSem|FiscalAT	AgAT2|VereadorAT	6.0	Arroz	baixo	3	5	2196.0	2143.0	2547.5999999999995	540.0	993.8	892.3999999999999	-704.7499999999999	1981.0	1370.0	1819.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	293.01197540062196						
289	venda	EmpFert	AgAT2|VereadorAT	6.0	Super premium	normal	3	5	2196.0	2143.0	2547.5999999999995	540.0	1063.8	892.3999999999999	-704.7499999999999	2011.0	1370.0	1819.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	294.82197540062197						
290	venda	EmpAgro	AgAT2|VereadorAT	6.0	Comum	baixo	3	5	2196.0	2143.0	2547.5999999999995	540.0	1088.8	892.3999999999999	-699.7499999999999	2011.0	1370.0	1819.75	0.0	0.0	-1357.3073463625005	-1981.2191255048137	295.251975400622						
8	tratamento	AgCD2|PrefeitoCD					3	5	2196.0	2143.0	2547.5999999999995	540.0	1088.8	892.3999999999999	-699.7499999999999	2011.0	1370.0	1819.75	0.0	0.0	-1357.3073463625005	-4656.471100905435	250.9641790905287				Esgoto		
20	imposto	EmpMaq|PrefeitoAT	EmpSem|FiscalAT				3	5	2196.0	2143.0	2547.5999999999995	540.0	1088.8	892.3999999999999	-699.7499999999999	2011.0	1370.0	990.25	0.0	0.0	-527.8073463625005	-4656.471100905435	250.9641790905287						
21	imposto	AgCD2|PrefeitoCD	EmpFert				3	5	2196.0	2143.0	2547.5999999999995	540.0	1088.8	892.3999999999999	-699.7499999999999	2006.0	1370.0	990.25	0.0	0.0	-527.8073463625005	-4651.471100905435	250.9641790905287						
22	imposto	EmpMaq|PrefeitoAT	EmpMaq|PrefeitoAT				3	5	2196.0	2143.0	2547.5999999999995	540.0	1088.8	892.3999999999999	-699.7499999999999	2006.0	1365.0	990.25	0.0	0.0	-522.8073463625005	-4651.471100905435	250.9641790905287						
23	imposto	AgCD2|PrefeitoCD	EmpAgro				3	5	2196.0	2143.0	2547.5999999999995	540.0	1088.8	892.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	-522.8073463625005	-3085.2211009054354	250.9641790905287						
24	imposto	EmpMaq|PrefeitoAT	AgAT1				3	5	2196.0	2143.0	2547.5999999999995	-78.0	1088.8	892.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	95.19265363749946	-3085.2211009054354	250.9641790905287						
25	imposto	AgCD2|PrefeitoCD	AgCD1|FiscalCD				3	5	1251.0	2143.0	2547.5999999999995	-78.0	1088.8	892.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	95.19265363749946	-2140.2211009054354	250.9641790905287						
26	imposto	EmpMaq|PrefeitoAT	AgAT2|VereadorAT				3	5	1251.0	2143.0	2547.5999999999995	-78.0	197.79999999999995	892.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	986.1926536374995	-2140.2211009054354	250.9641790905287						
27	imposto	AgCD2|PrefeitoCD	AgCD2|PrefeitoCD				3	5	1251.0	1198.0	2547.5999999999995	-78.0	197.79999999999995	892.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	986.1926536374995	-1195.2211009054354	250.9641790905287						
28	imposto	EmpMaq|PrefeitoAT	AgAT3				3	5	1251.0	1198.0	2547.5999999999995	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-1195.2211009054354	250.9641790905287						
29	imposto	AgCD2|PrefeitoCD	AgCD3|VereadorCD				3	5	1251.0	1198.0	1350.5999999999995	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	1.778899094564622	250.9641790905287						
20	selo	AgCD1|FiscalCD	AgCD1|FiscalCD				3	5	1298.25	1198.0	1350.5999999999995	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-45.47110090543538	250.9641790905287	1.0					
21	selo	AgCD1|FiscalCD	AgCD1|FiscalCD				3	5	1345.5	1198.0	1350.5999999999995	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-92.72110090543538	250.9641790905287	2.0					
22	selo	AgCD1|FiscalCD	AgCD1|FiscalCD				3	5	1392.75	1198.0	1350.5999999999995	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-139.97110090543538	250.9641790905287	3.0					
23	selo	AgCD1|FiscalCD	AgCD1|FiscalCD				3	5	1440.0	1198.0	1350.5999999999995	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-187.22110090543538	250.9641790905287	4.0					
24	selo	AgCD1|FiscalCD	AgCD1|FiscalCD				3	5	1487.25	1198.0	1350.5999999999995	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-234.47110090543538	250.9641790905287	5.0					
25	selo	AgCD1|FiscalCD	AgCD1|FiscalCD				3	5	1534.5	1198.0	1350.5999999999995	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-281.7211009054354	250.9641790905287	6.0					
26	selo	AgCD1|FiscalCD	AgCD3|VereadorCD				3	5	1534.5	1198.0	1410.4499999999994	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-341.5711009054354	250.9641790905287	1.0					
27	selo	AgCD1|FiscalCD	AgCD3|VereadorCD				3	5	1534.5	1198.0	1470.2999999999993	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-401.4211009054354	250.9641790905287	2.0					
28	selo	AgCD1|FiscalCD	AgCD3|VereadorCD				3	5	1534.5	1198.0	1530.1499999999992	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-461.27110090543545	250.9641790905287	3.0					
29	selo	AgCD1|FiscalCD	AgCD3|VereadorCD				3	5	1534.5	1198.0	1589.999999999999	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-521.1211009054355	250.9641790905287	4.0					
30	selo	AgCD1|FiscalCD	AgCD3|VereadorCD				3	5	1534.5	1198.0	1649.849999999999	-78.0	197.79999999999995	568.3999999999999	-2266.0	2006.0	1365.0	990.25	0.0	0.0	1310.1926536374995	-580.9711009054355	250.9641790905287	5.0					
